fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,Symbol
2013-03-31,USD,3752000000,6124000000,2372000000,2372000000,1877000000,661000000,1214000000,2150000000,181000000,-7000000,None,7000000,None,None,None,248000000,2139000000,273000000,7000000,1863000000,2007000000,2146000000,2394000000,1866000000,QCOM
2012-12-31,USD,3781000000,6018000000,2237000000,2237000000,2088000000,587000000,1106000000,2224000000,165000000,-8000000,None,8000000,None,None,None,241000000,2330000000,424000000,8000000,1903000000,1920000000,2338000000,2579000000,1906000000,QCOM
2012-09-30,USD,3030000000,4871000000,1841000000,1841000000,1235000000,627000000,1114000000,2155000000,178000000,-16000000,None,16000000,7000000,None,None,257000000,1557000000,286000000,16000000,1240000000,1517000000,1573000000,1830000000,1271000000,QCOM
2012-06-30,USD,2907000000,4626000000,1719000000,1719000000,1382000000,544000000,974000000,1543000000,156000000,-18000000,None,18000000,0,None,None,221000000,1582000000,375000000,18000000,1206000000,1016000000,1600000000,1821000000,1207000000,QCOM
2012-03-31,USD,3160000000,4943000000,1783000000,1783000000,1514000000,595000000,954000000,496000000,146000000,-29000000,None,29000000,1179000000,None,None,211000000,2526000000,296000000,29000000,1438000000,2544000000,2555000000,2766000000,2230000000,QCOM
2011-12-31,USD,2927000000,4681000000,1754000000,1754000000,1551000000,503000000,873000000,1611000000,130000000,-27000000,None,27000000,None,None,None,208000000,1722000000,321000000,27000000,1400000000,1543000000,1749000000,1957000000,1401000000,QCOM
2011-09-30,USD,2620000000,4117000000,1497000000,1497000000,1238000000,532000000,851000000,1795000000,-116000000,30000000,60000000,30000000,None,None,None,241000000,1326000000,270000000,-30000000,1055000000,665000000,1356000000,1597000000,1056000000,QCOM
2011-06-30,USD,2345000000,3623000000,1278000000,1278000000,1113000000,475000000,757000000,1203000000,-127000000,29000000,58000000,29000000,None,None,None,185000000,1324000000,289000000,-29000000,985000000,984000000,1353000000,1538000000,1035000000,QCOM
2011-03-31,USD,2811000000,3870000000,1059000000,1363000000,1430000000,529000000,738000000,1607000000,-126000000,34000000,64000000,30000000,None,None,None,434000000,1354000000,355000000,-34000000,688000000,1044000000,1384000000,1818000000,999000000,QCOM
2010-12-31,USD,2305000000,3348000000,1043000000,1130000000,1247000000,409000000,649000000,1464000000,-131000000,28000000,52000000,24000000,None,None,None,201000000,1388000000,218000000,-28000000,821000000,1230000000,1412000000,1613000000,1170000000,QCOM
2010-09-30,USD,2026000000,2952000000,926000000,988000000,958000000,440000000,629000000,1657000000,125000000,-88000000,-26000000,62000000,None,None,None,171000000,1098000000,233000000,88000000,837000000,1033000000,1160000000,1331000000,865000000,QCOM
2010-06-30,USD,1848000000,2700000000,852000000,905000000,893000000,332000000,623000000,1144000000,131000000,14000000,4000000,-10000000,None,None,None,166000000,1011000000,244000000,-14000000,720000000,476000000,1001000000,1167000000,767000000,QCOM
2010-03-31,USD,1852000000,2661000000,809000000,809000000,896000000,430000000,648000000,1078000000,-129000000,7000000,None,-7000000,None,None,None,167000000,965000000,191000000,-7000000,585000000,850000000,958000000,1125000000,774000000,QCOM
2009-12-31,USD,1852000000,2668000000,816000000,816000000,980000000,379000000,596000000,1194000000,-145000000,9000000,None,-9000000,None,None,None,162000000,1052000000,211000000,-9000000,668000000,997000000,1043000000,1205000000,841000000,QCOM
2009-09-30,USD,2022000000,2690000000,668000000,824000000,597000000,297000000,519000000,1270000000,None,None,None,3000000,None,None,None,175000000,870000000,67000000,None,597000000,803000000,597000000,1048000000,803000000,QCOM
2008-12-31,USD,1762000000,2517000000,755000000,755000000,745000000,413000000,604000000,1017000000,None,None,None,98000000,None,None,None,152000000,451000000,110000000,None,None,None,745000000,897000000,341000000,QCOM
2023-12-31,USD,7047000000,16019000000,9253000000,8359000000,2585000000,1617000000,3987000000,4462000000,356000000,-267000000,356000000,267000000,16286000000,28000000,2094000000,419000000,2797000000,128000000,267000000,2660000000,3315000000,3064000000,3483000000,2669000000,INTC
2023-09-30,USD,6018000000,14295000000,10296000000,8140000000,-8000000,1340000000,3870000000,6026000000,332000000,-204000000,63000000,204000000,14499000000,19000000,2020000000,427000000,-65000000,-362000000,204000000,310000000,-20000000,139000000,566000000,297000000,INTC
2023-06-30,USD,4638000000,12580000000,9885000000,8311000000,-1016000000,1374000000,4080000000,5654000000,313000000,-214000000,200000000,214000000,12794000000,125000000,1832000000,2276000000,-808000000,-2289000000,214000000,1473000000,1356000000,-594000000,1460000000,1481000000,INTC
2023-03-31,USD,4008000000,11715000000,7707000000,7707000000,-1468000000,1303000000,4109000000,5476000000,None,141000000,334000000,193000000,None,0,1901000000,2366000000,-1148000000,1610000000,None,-2768000000,-2615000000,-955000000,962000000,-2758000000,INTC
2022-12-31,USD,5500000000,11331000000,11178000000,8542000000,-1132000000,1706000000,4464000000,6632000000,274000000,-149000000,274000000,149000000,11480000000,25000000,2819000000,468000000,-799000000,-135000000,149000000,-661000000,825000000,-650000000,-182000000,-664000000,INTC
2022-09-30,USD,6535000000,16086000000,11211000000,8803000000,-175000000,1744000000,4302000000,6710000000,170000000,-114000000,170000000,114000000,16200000000,82000000,2781000000,471000000,-188000000,-1207000000,114000000,1019000000,593000000,-74000000,397000000,1019000000,INTC
2022-06-30,USD,5587000000,14193000000,11621000000,9734000000,-700000000,1800000000,4400000000,6287000000,98000000,-109000000,98000000,109000000,14302000000,-108000000,2681000000,467000000,-909000000,-455000000,109000000,-454000000,-1077000000,-800000000,-333000000,-454000000,INTC
2022-03-31,USD,9244000000,18623000000,10151000000,9109000000,4341000000,1752000000,4362000000,4903000000,47000000,-124000000,1121000000,124000000,18747000000,1074000000,2847000000,501000000,9661000000,1548000000,124000000,8113000000,7991000000,9785000000,10286000000,8113000000,INTC
2021-12-31,USD,11009000000,20324000000,238000000,9519000000,4989000000,1942000000,4049000000,6020000000,33000000,-134000000,33000000,134000000,20458000000,-53000000,2596000000,478000000,5194000000,571000000,134000000,-476000000,4890000000,5328000000,5806000000,4623000000,INTC
2021-09-30,USD,10746000000,19002000000,10162000000,8446000000,5227000000,1674000000,3803000000,5519000000,37000000,-144000000,37000000,144000000,19146000000,31000000,2495000000,464000000,6858000000,35000000,144000000,6823000000,6771000000,7002000000,7466000000,6823000000,INTC
2021-06-30,USD,11206000000,19476000000,10370000000,8425000000,5546000000,1599000000,3715000000,5660000000,37000000,-129000000,37000000,129000000,19605000000,-4000000,2408000000,449000000,5745000000,684000000,129000000,5061000000,5069000000,5874000000,6323000000,5061000000,INTC
2021-03-31,USD,10854000000,19398000000,12804000000,8819000000,3694000000,1328000000,3623000000,7160000000,37000000,-190000000,37000000,190000000,19588000000,-3000000,2454000000,448000000,3906000000,545000000,190000000,3361000000,3009000000,4096000000,4544000000,3361000000,INTC
2020-12-31,USD,11348000000,19663000000,10885000000,8630000000,5884000000,1757000000,3655000000,5464000000,43000000,-148000000,43000000,148000000,19811000000,17000000,2557000000,446000000,7488000000,1631000000,148000000,5857000000,6046000000,7636000000,8082000000,5857000000,INTC
2020-09-30,USD,9741000000,18161000000,10002000000,8592000000,5059000000,1435000000,3272000000,4682000000,53000000,-160000000,53000000,160000000,18321000000,33000000,2677000000,446000000,5041000000,765000000,160000000,4276000000,4488000000,5201000000,5647000000,4276000000,INTC
2020-06-30,USD,10507000000,19487000000,10677000000,9221000000,5697000000,1447000000,3354000000,4810000000,83000000,-186000000,83000000,186000000,19673000000,74000000,2625000000,438000000,5935000000,830000000,186000000,5105000000,5494000000,6121000000,6559000000,5105000000,INTC
2020-03-31,USD,12016000000,19686000000,9942000000,7812000000,7038000000,1541000000,3275000000,4978000000,93000000,-135000000,93000000,135000000,19821000000,-271000000,2623000000,427000000,6614000000,953000000,135000000,5661000000,5400000000,6749000000,7176000000,5661000000,INTC
2019-12-31,USD,11878000000,19998000000,10028000000,8331000000,6797000000,1592000000,3384000000,5081000000,109000000,-108000000,109000000,108000000,20106000000,653000000,2557000000,50000000,8068000000,1163000000,108000000,6905000000,6347000000,8176000000,8226000000,6905000000,INTC
2019-09-30,USD,11295000000,19029000000,9535000000,7895000000,6447000000,1536000000,3208000000,4848000000,114000000,-107000000,114000000,107000000,19136000000,-53000000,2268000000,50000000,6719000000,729000000,107000000,5990000000,5890000000,6826000000,6876000000,5990000000,INTC
2019-06-30,USD,9878000000,16337000000,8450000000,6627000000,4617000000,1639000000,3438000000,5261000000,125000000,-135000000,125000000,135000000,16472000000,-53000000,2150000000,50000000,4724000000,545000000,135000000,4179000000,4370000000,4859000000,4909000000,4179000000,INTC
2019-03-31,USD,9089000000,15733000000,8555000000,6972000000,4174000000,1583000000,3332000000,4915000000,135000000,-138000000,135000000,138000000,15871000000,-58000000,2229000000,50000000,4547000000,573000000,138000000,3974000000,4135000000,4685000000,4735000000,3974000000,INTC
2018-12-31,USD,11227000000,18495000000,9000000000,7430000000,6224000000,1720000000,3433000000,5003000000,130000000,-131000000,None,131000000,18626000000,-98000000,2100000000,50000000,5635000000,440000000,180000000,5195000000,5324000000,5766000000,5816000000,5195000000,INTC
2018-09-30,USD,12360000000,18829000000,8386000000,6803000000,7349000000,1605000000,3428000000,5011000000,109000000,-109000000,None,109000000,18938000000,-132000000,1884000000,50000000,7142000000,744000000,109000000,6398000000,6384000000,7251000000,7301000000,6398000000,INTC
2018-06-30,USD,10419000000,16713000000,8318000000,6543000000,5273000000,1725000000,3371000000,5146000000,108000000,-116000000,None,116000000,-133000000,467000000,1730000000,50000000,5529000000,523000000,116000000,5006000000,4600000000,5645000000,5695000000,5006000000,INTC
2018-03-31,USD,9731000000,16678000000,8285000000,6335000000,4470000000,1900000000,3311000000,5261000000,91000000,-112000000,None,112000000,724000000,-81000000,1806000000,50000000,5011000000,557000000,112000000,4454000000,4699000000,5123000000,5173000000,4454000000,INTC
2017-12-31,USD,10778000000,19007000000,8384000000,6275000000,5435000000,1842000000,3253000000,5343000000,92000000,-153000000,None,153000000,-43601000000,-550000000,1762000000,53000000,6035000000,6722000000,629000000,-687000000,-1435000000,6188000000,6241000000,-687000000,INTC
2017-09-30,USD,10064000000,15958000000,7811000000,6085000000,5141000000,1661000000,3209000000,4923000000,137000000,-191000000,None,191000000,16149000000,-3000000,1690000000,49000000,5930000000,1414000000,191000000,4516000000,4952000000,6121000000,6170000000,4516000000,INTC
2017-06-30,USD,9096000000,14607000000,7659000000,5667000000,3842000000,1850000000,3262000000,5254000000,136000000,-156000000,None,156000000,None,408000000,1675000000,37000000,4572000000,1764000000,156000000,2808000000,3119000000,4728000000,4765000000,2808000000,INTC
2017-03-31,USD,9160000000,14650000000,7853000000,5636000000,3632000000,2099000000,3311000000,5528000000,76000000,-146000000,None,146000000,None,1000000,1625000000,38000000,3815000000,851000000,146000000,2964000000,3721000000,3961000000,3999000000,2964000000,INTC
2016-12-31,USD,10147000000,16216000000,9798000000,6227000000,4785000000,2138000000,3225000000,5362000000,63000000,-158000000,None,158000000,None,-268000000,1582000000,41000000,4440000000,878000000,158000000,3562000000,3268000000,4598000000,4639000000,3562000000,INTC
2016-09-30,USD,9983000000,15598000000,8247000000,5795000000,4462000000,2006000000,3069000000,5521000000,56000000,-180000000,None,180000000,None,-8000000,1543000000,74000000,4318000000,940000000,180000000,3378000000,3858000000,4498000000,4572000000,3378000000,INTC
2016-06-30,USD,7973000000,13346000000,9376000000,5560000000,1318000000,2007000000,3145000000,6655000000,51000000,-187000000,None,187000000,None,-126000000,1522000000,395000000,1670000000,340000000,187000000,1330000000,690000000,1857000000,2252000000,1330000000,INTC
2016-03-31,USD,8130000000,13494000000,8194000000,5572000000,2568000000,2226000000,3246000000,5562000000,52000000,-208000000,None,208000000,None,-82000000,1619000000,396000000,2508000000,462000000,208000000,2046000000,2546000000,2716000000,3112000000,2046000000,INTC
2015-12-31,USD,9590000000,14788000000,7639000000,5324000000,4299000000,2118000000,3119000000,5291000000,33000000,-126000000,None,126000000,None,199000000,1936000000,-415000000,4303000000,690000000,126000000,3613000000,4008000000,4429000000,4014000000,3613000000,INTC
2015-09-30,USD,9111000000,14349000000,7493000000,5354000000,4192000000,1910000000,2927000000,4919000000,31000000,-116000000,None,116000000,None,-104000000,2060000000,215000000,4253000000,1144000000,116000000,3109000000,2129000000,4369000000,4584000000,3109000000,INTC
2015-06-30,USD,8248000000,13142000000,7358000000,4947000000,2896000000,1949000000,3087000000,5352000000,28000000,-53000000,None,53000000,None,None,1977000000,214000000,2983000000,277000000,53000000,2706000000,3283000000,3036000000,3250000000,2706000000,INTC
2015-03-31,USD,7730000000,12739000000,7360000000,5051000000,2615000000,1953000000,2995000000,5115000000,32000000,-42000000,None,42000000,None,None,1848000000,251000000,2673000000,681000000,42000000,1992000000,1394000000,2715000000,2966000000,1992000000,INTC
2014-12-31,USD,9621000000,14668000000,7491000000,5100000000,4453000000,2049000000,2990000000,5168000000,33000000,-53000000,None,53000000,None,None,1889000000,285000000,4659000000,998000000,53000000,3661000000,3381000000,4712000000,4997000000,3661000000,INTC
2014-09-30,USD,9458000000,14501000000,7402000000,5096000000,4540000000,1979000000,2842000000,4918000000,35000000,-53000000,None,53000000,None,None,1891000000,307000000,4550000000,1233000000,53000000,3317000000,3143000000,4603000000,4910000000,3317000000,INTC
2014-06-30,USD,8917000000,13782000000,7346000000,4914000000,3844000000,2061000000,2859000000,5073000000,38000000,-49000000,None,49000000,None,None,1880000000,290000000,3922000000,1126000000,49000000,2796000000,2760000000,3971000000,4261000000,2796000000,INTC
2014-03-31,USD,7613000000,12727000000,7622000000,5151000000,2510000000,2047000000,2846000000,5103000000,35000000,-37000000,None,37000000,None,None,1720000000,287000000,2670000000,740000000,37000000,1930000000,1843000000,2707000000,2994000000,1930000000,INTC
2013-12-31,USD,8571000000,13779000000,7674000000,5263000000,3549000000,2006000000,2826000000,5022000000,31000000,-55000000,None,55000000,None,None,1667000000,289000000,3551000000,926000000,55000000,2625000000,2820000000,3606000000,3895000000,2625000000,INTC
2013-09-30,USD,8414000000,13427000000,7455000000,5069000000,3504000000,1970000000,2742000000,4910000000,24000000,-56000000,None,56000000,None,None,1729000000,292000000,3924000000,974000000,56000000,2950000000,3853000000,3980000000,4272000000,2950000000,INTC
2013-06-30,USD,7470000000,12751000000,7785000000,5341000000,2719000000,2165000000,2516000000,4751000000,26000000,-60000000,None,60000000,None,None,1712000000,279000000,2693000000,693000000,60000000,2693000000,2555000000,2753000000,3032000000,2000000000,INTC
2013-03-31,USD,7066000000,12507000000,7843000000,5514000000,2519000000,1947000000,2527000000,4547000000,23000000,-73000000,None,73000000,None,None,1682000000,382000000,2443000000,398000000,73000000,2443000000,2034000000,2516000000,2898000000,2045000000,INTC
2012-12-31,USD,7817000000,13509000000,7982000000,5660000000,3155000000,1958000000,2629000000,4662000000,21000000,-24000000,None,24000000,None,None,1641000000,364000000,3204000000,736000000,24000000,-671000000,2570000000,3228000000,3592000000,2468000000,INTC
2012-09-30,USD,8515000000,13509000000,6937000000,4942000000,3841000000,1995000000,2605000000,4674000000,23000000,-14000000,None,14000000,None,None,1625000000,268000000,3921000000,949000000,14000000,3921000000,3328000000,3935000000,4203000000,2972000000,INTC
2012-06-30,USD,8554000000,13514000000,7113000000,4947000000,3832000000,2131000000,2513000000,4722000000,25000000,-21000000,None,21000000,None,None,1572000000,267000000,3934000000,1107000000,21000000,3934000000,2574000000,3832000000,4099000000,2827000000,INTC
2012-03-31,USD,8265000000,12875000000,6880000000,4641000000,3810000000,1973000000,2401000000,4455000000,28000000,-31000000,None,31000000,None,None,1519000000,266000000,3814000000,1076000000,31000000,3814000000,2915000000,3810000000,4076000000,2738000000,INTC
2011-12-31,USD,8952000000,13869000000,7093000000,4935000000,4599000000,1973000000,2308000000,4353000000,28000000,-35000000,None,35000000,None,None,1333000000,256000000,4587000000,1227000000,35000000,-276000000,2611000000,4599000000,4855000000,3360000000,INTC
2011-09-30,USD,9018000000,14419000000,7232000000,5215000000,4785000000,2017000000,2140000000,4233000000,22000000,0,None,0,None,None,1273000000,256000000,4892000000,1424000000,0,4892000000,2970000000,4785000000,5041000000,3468000000,INTC
2011-06-30,USD,7902000000,13068000000,7035000000,5130000000,3935000000,1905000000,1986000000,3967000000,20000000,0,None,0,None,None,1248000000,256000000,8302000000,2188000000,0,3931000000,2939000000,3935000000,4191000000,2954000000,INTC
2011-03-31,USD,7885000000,12869000000,6892000000,4962000000,4158000000,1775000000,1916000000,3727000000,28000000,-6000000,None,6000000,None,None,1287000000,155000000,4371000000,1211000000,6000000,4371000000,3308000000,4158000000,4313000000,3160000000,INTC
2010-12-31,USD,7406000000,11457000000,5816000000,4051000000,4023000000,1705000000,1671000000,3383000000,29000000,None,None,315000000,None,None,1146000000,60000000,4163000000,983000000,None,-570000000,2982000000,4023000000,4083000000,3180000000,INTC
2010-09-30,USD,7321000000,11102000000,5287000000,3781000000,4136000000,1506000000,1675000000,3185000000,35000000,None,None,-192000000,None,None,1086000000,56000000,4251000000,1296000000,None,4143000000,3255000000,4136000000,4192000000,2955000000,INTC
2010-06-30,USD,7235000000,10765000000,5114000000,3530000000,3981000000,1584000000,1666000000,3254000000,29000000,None,None,-397000000,None,None,1086000000,63000000,4185000000,1298000000,None,4001000000,2704000000,3981000000,4044000000,2887000000,INTC
2010-03-31,USD,6529000000,10299000000,5345000000,3770000000,3448000000,1514000000,1564000000,3081000000,26000000,None,None,33000000,None,None,1080000000,61000000,3446000000,1004000000,None,3448000000,2463000000,3448000000,3509000000,2442000000,INTC
2009-12-31,USD,6840000000,10569000000,6450000000,3729000000,2497000000,2718000000,1603000000,4343000000,24000000,None,None,-239000000,None,None,1172000000,89000000,2593000000,311000000,None,2497000000,2442000000,2497000000,2586000000,2282000000,INTC
2009-09-30,USD,5404000000,9389000000,5368000000,3985000000,2579000000,1320000000,1430000000,2825000000,34000000,None,None,220000000,None,None,1153000000,12000000,2532000000,676000000,None,2579000000,2242000000,2579000000,2764000000,1856000000,INTC
2009-06-30,USD,4079000000,8024000000,3945000000,3945000000,-12000000,2695000000,1303000000,4091000000,None,None,None,1000000,None,None,1211000000,1286000000,-50000000,348000000,None,-12000000,-161000000,-12000000,239000000,-398000000,INTC
2009-03-31,USD,3238000000,7145000000,3884000000,3907000000,647000000,1198000000,1317000000,2591000000,None,None,None,-991000000,None,None,1208000000,1270000000,652000000,5000000,None,None,None,647000000,931000000,629000000,INTC
2008-12-31,USD,4369000000,8226000000,3857000000,3857000000,1539000000,1261000000,1316000000,2830000000,None,None,None,1567000000,None,None,1157000000,1219000000,369000000,135000000,None,None,None,1539000000,3155000000,234000000,INTC
2008-09-30,USD,6019000000,10217000000,4198000000,4198000000,3098000000,1415000000,1471000000,2921000000,None,None,None,328000000,None,None,1059000000,1127000000,2833000000,819000000,None,None,None,3098000000,4288000000,2014000000,INTC
2008-06-30,USD,5249000000,9470000000,4221000000,4221000000,2255000000,1430000000,1468000000,2994000000,None,None,None,96000000,None,None,None,1105000000,2313000000,712000000,None,None,None,2255000000,3514000000,1601000000,INTC
2024-01-31,USD,636763000,880598000,607263000,208572000,29671000,393094000,213998000,607092000,None,35263000,41685000,6422000,845335000,3616000,None,5503000,67276000,13577000,6422000,54973000,57316000,73698000,79201000,53699000,CRWD
2023-10-31,USD,591010000,819597000,591379000,195004000,3163000,391775000,196072000,587847000,None,33583000,40086000,6503000,786014000,-474000,None,4600000,36265000,9600000,6503000,26672000,20472000,42768000,47368000,26665000,CRWD
2023-07-31,USD,548709000,761820000,571737000,182917000,-15373000,384720000,179362000,564082000,None,30194000,36638000,6444000,731626000,-1734000,None,4100000,13083000,4611000,6444000,8476000,9246000,19527000,23627000,8472000,CRWD
2023-04-30,USD,523350000,716714000,537145000,169230000,-19456000,363741000,179065000,542806000,None,24134000,30521000,6387000,692580000,230000,None,4174000,4900000,4409000,6387000,499000,1649000,11287000,15461000,491000,CRWD
2023-01-31,USD,461763000,668531000,511287000,175604000,-61500000,331418000,191845000,523263000,None,20664000,27016000,6352000,637367000,-2782000,None,4265000,-42169000,5312000,6352000,-48930000,-39316000,-35817000,-31552000,-47481000,CRWD
2022-10-31,USD,422654000,590793000,486148000,158228000,-56422000,323820000,155256000,479076000,None,9911000,16245000,6334000,580882000,750000,None,4100000,-46056000,8900000,6334000,-54661000,-58465000,-39722000,-35622000,-54956000,CRWD
2022-07-31,USD,394586000,528818000,449696000,140567000,-48307000,305029000,137864000,442893000,None,-6335000,None,6335000,535153000,3380000,None,4100000,-44507000,4778000,6335000,-48313000,-50772000,-38172000,-34072000,-49285000,CRWD
2022-04-30,USD,361002000,481536000,392406000,126832000,-23883000,261486000,123399000,384885000,None,-6298000,None,6298000,487834000,1705000,None,4088000,-28083000,3440000,6298000,-30409000,-34471000,-21785000,-17697000,-31523000,CRWD
2022-01-31,USD,318390000,427267000,353356000,112620000,-23534000,236906000,105018000,341924000,None,-6302000,None,6302000,431269000,545000,None,3830000,-28353000,13627000,6302000,-41712000,-44105000,-22051000,-18221000,-41980000,CRWD
2021-10-31,USD,278387000,375448000,326085000,101664000,-40264000,221021000,97630000,318651000,None,-6403000,None,6403000,380051000,-329000,None,3400000,-45982000,4473000,6403000,-50450000,-51120000,-39579000,-36179000,-50455000,CRWD
2021-07-31,USD,247258000,333194000,297938000,90432000,-47403000,204206000,90455000,294661000,None,-6296000,None,6296000,337690000,619000,None,3300000,-53080000,4238000,6296000,-57318000,-57885000,-46784000,-43484000,-57318000,CRWD
2021-04-30,USD,224338000,298394000,258427000,78505000,-31347000,177505000,78180000,255685000,None,-6230000,None,6230000,302824000,4768000,None,2417000,-34949000,50100000,6230000,-82871000,-85251000,-28719000,-26302000,-85049000,CRWD
2021-01-31,USD,198197000,265165000,284431000,66732000,-15803000,147930000,66070000,214000000,None,-1049000,None,1049000,264914000,-4286000,None,869000,-16142000,2860000,1049000,-19030000,-17298000,-15093000,-14224000,-19002000,CRWD
2020-10-31,USD,170933000,233367000,201580000,61527000,-24159000,137553000,57539000,195092000,None,-193000,None,193000,232460000,272000,None,400000,-24031000,500000,193000,-24531000,-25031000,-23838000,-23438000,-24531000,CRWD
2020-07-31,USD,144580000,199797000,178579000,54391000,-29991000,124088000,50483000,174571000,None,-174000,None,174000,198971000,732000,None,100000,-29433000,441000,174000,-29874000,-27755000,-29259000,-29159000,-29874000,CRWD
2020-04-30,USD,131183000,178835000,160179000,46895000,-22576000,113181000,40578000,153759000,None,-143000,143000,143000,178078000,4533000,None,103000,-18186000,1036000,143000,-19222000,-21235000,-18043000,-17940000,-19222000,CRWD
2020-01-31,USD,108693000,154164000,156052000,43416000,-31132000,101134000,38691000,139825000,None,-145000,145000,145000,152109000,3202000,None,102000,-28111000,297000,145000,-28408000,-27301000,-27966000,-27864000,-28408000,CRWD
2019-10-31,USD,87764000,127187000,136745000,37355000,-38518000,90290000,35992000,126282000,None,-132000,132000,132000,125119000,3579000,None,100000,-35105000,400000,132000,-35505000,-35073000,-34973000,-34873000,-35505000,CRWD
2019-07-31,USD,76526000,110244000,134917000,31582000,-50639000,95535000,31630000,127165000,None,-164000,4736000,164000,108108000,-451000,None,100000,-51254000,635000,164000,-51889000,-52233000,-51090000,-50990000,-51889000,CRWD
2019-04-30,USD,66804000,98376000,105377000,29273000,-25775000,68704000,23875000,92579000,None,-1000,1199000,1000,96077000,394000,None,100000,-25382000,595000,1000,-25977000,-26261000,-25381000,-25281000,-25977000,CRWD
2019-01-31,USD,53460000,80455000,26995000,26995000,-31232000,13349000,22005000,84692000,None,None,None,0,None,321000,None,4764000,-30911000,349000,None,-31260000,-31014000,-30911000,-26147000,-31260000,CRWD
2018-10-31,USD,44105000,66379000,22274000,22274000,-42091000,13614000,25968000,86196000,None,None,None,0,None,303000,None,3837000,-41788000,535000,None,None,-42749000,-41788000,-37951000,-42323000,CRWD
2018-07-31,USD,37126000,55701000,18575000,18575000,-30427000,8477000,18963000,67553000,None,None,None,236000,None,-1852000,None,3648000,-32515000,362000,None,-32877000,-33237000,-32279000,-28631000,-32877000,CRWD
2018-04-30,USD,27895000,47289000,19394000,19394000,-33114000,6777000,17615000,61009000,None,None,None,192000,None,-190000,None,3149000,-33496000,121000,None,-33617000,-33949000,-33304000,-30155000,-33617000,CRWD
2024-01-31,USD,7139000000,9251000000,7343000000,2148000000,1622000000,4069000000,1275000000,5517000000,None,None,None,None,9287000000,58000000,None,953000000,1645000000,199000000,None,1451000000,1552000000,1622000000,2575000000,1446000000,CRM
2023-10-31,USD,6565000000,8734000000,6877000000,2155000000,1501000000,3805000000,1204000000,5064000000,None,None,None,70000000,8720000000,58000000,None,862000000,1487000000,263000000,None,1224000000,1151000000,1501000000,2363000000,1224000000,CRM
2023-07-31,USD,6490000000,8639000000,6797000000,2113000000,1476000000,3745000000,1220000000,5014000000,None,-41000000,29000000,70000000,8603000000,45000000,None,890000000,1492000000,225000000,None,1267000000,1264000000,1476000000,2366000000,1267000000,CRM
2023-04-30,USD,6122000000,8245000000,7882000000,2125000000,412000000,3792000000,1207000000,5710000000,None,67000000,141000000,74000000,8247000000,55000000,None,1254000000,326000000,127000000,None,199000000,218000000,412000000,1666000000,199000000,CRM
2023-01-31,USD,6284000000,8096000000,7931000000,2100000000,357000000,3971000000,1128000000,5927000000,None,252000000,314000000,63000000,8447000000,-10000000,None,1032000000,33000000,131000000,None,-98000000,109000000,357000000,1389000000,-98000000,CRM
2022-10-31,USD,5749000000,7786000000,7038000000,2088000000,460000000,4009000000,1280000000,5289000000,None,-59000000,16000000,75000000,7752000000,-8000000,None,941000000,475000000,265000000,None,210000000,84000000,460000000,1401000000,210000000,CRM
2022-07-31,USD,5593000000,7839000000,7105000000,2127000000,193000000,4071000000,1329000000,5400000000,None,-65000000,11000000,76000000,7783000000,-57000000,None,907000000,181000000,113000000,None,68000000,23000000,193000000,1100000000,68000000,CRM
2022-04-30,USD,5366000000,7492000000,6979000000,2045000000,20000000,4028000000,1318000000,5346000000,None,-18000000,56000000,74000000,7457000000,-56000000,None,906000000,-29000000,-57000000,None,28000000,-116000000,20000000,926000000,28000000,CRM
2022-01-31,USD,5312000000,7272000000,7142000000,2014000000,-176000000,4197000000,1291000000,5488000000,None,-76000000,34000000,76000000,7326000000,-55000000,None,931000000,-197000000,-169000000,76000000,-28000000,-72000000,-176000000,810000000,-28000000,CRM
2021-10-31,USD,5019000000,7403000000,6585000000,1844000000,38000000,3778000000,1203000000,4981000000,None,-72000000,302000000,72000000,7361000000,-102000000,None,963000000,299000000,-169000000,72000000,468000000,430000000,38000000,1334000000,468000000,CRM
2021-07-31,USD,4727000000,7085000000,5707000000,1613000000,332000000,3375000000,1020000000,4395000000,None,-40000000,506000000,40000000,6978000000,-32000000,None,719000000,826000000,291000000,40000000,535000000,519000000,332000000,1585000000,535000000,CRM
2021-04-30,USD,4408000000,6369000000,5343000000,1555000000,354000000,3103000000,951000000,4054000000,None,-33000000,269000000,33000000,6392000000,-38000000,None,685000000,604000000,135000000,33000000,469000000,443000000,354000000,1322000000,469000000,CRM
2021-01-31,USD,4338000000,6122000000,5770000000,1479000000,193000000,3206000000,939000000,4145000000,None,-50000000,260000000,50000000,6172000000,-28000000,None,869000000,425000000,158000000,50000000,236000000,309000000,193000000,1344000000,267000000,CRM
2020-10-31,USD,4025000000,5412000000,4963000000,1394000000,224000000,2899000000,902000000,3801000000,19000000,-25000000,1030000000,25000000,5437000000,-10000000,None,670000000,1250000000,169000000,25000000,1081000000,1065000000,224000000,1945000000,1081000000,CRM
