fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome,Symbol
2015-10-25,USD,959000000,2368000000,1673000000,1409000000,423000000,159000000,363000000,536000000,None,-32000000,None,32000000,None,6000000,None,96000000,397000000,61000000,32000000,959000000,362000000,429000000,525000000,336000000,AMAT
2015-07-26,USD,1018000000,2463000000,1765000000,1472000000,396000000,247000000,372000000,622000000,None,-24000000,None,24000000,None,3000000,None,93000000,375000000,46000000,24000000,329000000,336000000,399000000,492000000,329000000,AMAT
2015-04-26,USD,1016000000,2432000000,1721000000,1426000000,416000000,249000000,365000000,600000000,None,-24000000,None,24000000,None,-3000000,None,90000000,389000000,25000000,24000000,364000000,316000000,413000000,503000000,364000000,AMAT
2015-01-25,USD,959000000,2435000000,1719000000,1400000000,458000000,228000000,351000000,501000000,None,-23000000,None,23000000,None,2000000,None,92000000,437000000,89000000,23000000,348000000,347000000,460000000,552000000,348000000,AMAT
2014-10-26,USD,959000000,2264000000,1588000000,1305000000,412000000,189000000,360000000,547000000,None,-23000000,None,23000000,None,9000000,None,94000000,398000000,142000000,23000000,959000000,222000000,421000000,515000000,256000000,AMAT
2014-07-27,USD,992000000,2230000000,1562000000,1273000000,391000000,244000000,357000000,601000000,None,-24000000,None,24000000,None,3000000,None,93000000,370000000,69000000,24000000,301000000,300000000,394000000,487000000,301000000,AMAT
2014-04-27,USD,1001000000,2304000000,1656000000,1352000000,387000000,259000000,355000000,614000000,None,-23000000,None,23000000,None,1000000,None,94000000,365000000,103000000,23000000,262000000,265000000,388000000,482000000,262000000,AMAT
2014-01-26,USD,891000000,2204000000,1601000000,1299000000,330000000,198000000,356000000,561000000,None,-25000000,None,25000000,None,13000000,None,94000000,315000000,62000000,25000000,253000000,247000000,340000000,434000000,253000000,AMAT
2013-10-27,USD,795000000,1988000000,1547000000,1193000000,211000000,220000000,338000000,584000000,None,-24000000,None,24000000,None,73000000,None,98000000,194000000,11000000,24000000,795000000,206000000,218000000,316000000,183000000,AMAT
2013-07-28,USD,806000000,1977000000,1650000000,1169000000,250000000,208000000,334000000,556000000,None,-23000000,None,23000000,None,-19000000,None,100000000,228000000,60000000,23000000,168000000,161000000,251000000,351000000,168000000,AMAT
2013-04-28,USD,808000000,1953000000,1473000000,1165000000,-68000000,244000000,344000000,876000000,None,-24000000,None,24000000,None,4000000,None,106000000,-90000000,39000000,24000000,-129000000,-121000000,-66000000,40000000,-129000000,AMAT
2013-01-27,USD,582000000,1552000000,1336000000,991000000,39000000,230000000,304000000,543000000,None,-24000000,None,24000000,None,3000000,None,106000000,18000000,-16000000,24000000,34000000,33000000,42000000,148000000,34000000,AMAT
2012-10-28,USD,586000000,1646000000,1842000000,1059000000,-499000000,237000000,304000000,1086000000,None,-23000000,None,23000000,None,4000000,None,97000000,-532000000,-17000000,23000000,586000000,-571000000,-509000000,-412000000,-515000000,AMAT
2012-07-29,USD,930000000,2323000000,1712000000,1413000000,322000000,255000000,309000000,608000000,None,-24000000,None,24000000,None,4000000,None,105000000,302000000,84000000,24000000,218000000,206000000,326000000,431000000,218000000,AMAT
2012-04-29,USD,1011000000,2522000000,1811000000,1530000000,409000000,281000000,321000000,602000000,None,-23000000,None,23000000,None,4000000,None,108000000,387000000,98000000,23000000,289000000,289000000,410000000,518000000,289000000,AMAT
2012-01-29,USD,786000000,2167000000,1818000000,1403000000,179000000,303000000,304000000,607000000,None,-24000000,None,24000000,None,4000000,None,112000000,159000000,42000000,24000000,117000000,118000000,183000000,295000000,117000000,AMAT
2011-10-30,USD,852000000,2182000000,1611000000,1330000000,361000000,222000000,268000000,490000000,None,-24000000,None,24000000,None,9000000,None,59000000,344000000,-112000000,24000000,851000000,465000000,368000000,427000000,456000000,AMAT
2011-07-31,USD,1184000000,2787000000,1603000000,1603000000,687000000,240000000,282000000,497000000,None,-25000000,None,25000000,28000000,7000000,None,59000000,669000000,193000000,25000000,476000000,470000000,694000000,753000000,476000000,AMAT
2011-05-01,USD,1189000000,2862000000,24000000,1673000000,677000000,219000000,297000000,512000000,None,-5000000,None,5000000,None,14000000,None,65000000,686000000,197000000,5000000,-48000000,490000000,691000000,756000000,489000000,AMAT
2011-01-30,USD,1136000000,2677000000,1805000000,1550000000,674000000,221000000,270000000,462000000,None,-5000000,None,5000000,None,11000000,None,63000000,680000000,174000000,5000000,506000000,504000000,685000000,748000000,506000000,AMAT
2010-10-31,USD,1217000000,2886435000,330000000,1670000000,699000000,242000000,278000000,518000000,None,-6507000,-507000,6000000,-6000000,10430000,None,69000000,703000000,235000000,6507000,1216798000,464000000,709000000,778000000,468000000,AMAT
2010-08-01,USD,860000000,2518000000,1658000000,1658000000,183000000,252000000,290000000,677000000,None,-5000000,None,5000000,None,8000000,None,73000000,178000000,55000000,5000000,752128000,130000000,183000000,256000000,123000000,AMAT
2010-05-02,USD,927000000,2295540000,9000000,1369000000,386000000,226000000,306000000,541000000,None,-5000000,None,5000000,None,10000000,None,87000000,387000000,123000000,5000000,-18000000,264000000,392000000,479000000,264000000,AMAT
2010-01-31,USD,711000000,1849027000,1539968000,1138000000,116000000,221994000,269000000,595000000,None,-5060000,-60000,5000000,None,8641000,None,76000000,119000000,36000000,5060000,82751000,84000000,124000000,200000000,83000000,AMAT
2009-10-25,USD,558836000,1526394000,967558000,967756000,172558000,76138000,234073000,386473000,None,None,None,5055000,None,None,None,71391000,173324000,35462000,None,558836000,130871000,178379000,249770000,137862000,AMAT
2009-07-26,USD,324874000,1133740000,808866000,808866000,-77183000,88487000,234052000,402057000,None,None,None,4893000,None,10233000,None,73501000,-74184000,-19319000,None,-54865000,-45589000,-69291000,4210000,-54865000,AMAT
2009-04-26,USD,155519000,1020077000,864558000,864558000,-293283000,101080000,236335000,448802000,None,None,None,5058000,None,None,None,74880000,-382808000,-127418000,None,None,None,-377750000,-302870000,-255390000,AMAT
2009-01-25,USD,391576000,1333396000,941820000,941820000,-196092000,141241000,229540000,454896000,None,None,None,5994000,None,None,None,71228000,-202659000,-69725000,None,None,None,-196665000,-125437000,-132934000,AMAT
2008-10-26,USD,798705000,2043677000,1244972000,1244972000,316465000,138369000,275222000,513763000,None,None,None,4846000,None,None,None,80012000,322689000,91594000,None,None,None,327535000,407547000,231095000,AMAT
2008-07-27,USD,742314000,1848168000,1105854000,1105854000,228332000,129341000,268559000,513844000,None,None,None,4859000,None,None,None,85718000,242564000,77796000,None,None,None,247423000,314326000,164768000,AMAT
2023-09-30,CNY,42010138000,68840371000,26830233000,26830233000,16656021000,758345000,2847323000,25354117000,None,2115148000,2127356000,12208000,None,None,None,2417740000,19156413000,3513480000,None,15537122000,None,16656021000,19073761000,15537122000,PDD
2023-06-30,CNY,33590961000,52280748000,18689787000,18689787000,12718755000,1585359000,2733964000,20872206000,None,2275804000,2287741000,11937000,None,None,None,3394212000,16256747000,3158442000,None,13108086000,None,12718755000,16112967000,13108086000,PDD
2023-03-31,CNY,30893323000,39820028000,8926705000,8926705000,9113735000,1640527000,2406677000,21779588000,None,1451912000,1463599000,12221000,None,None,None,1520523000,10598218000,1065613000,None,8101027000,None,9113735000,10634258000,9453697000,PDD
2022-12-31,CNY,26511765000,37637050000,11125285000,11125285000,6929018000,816402000,2506657000,19582747000,None,1339477000,1351698000,11687000,None,None,None,2691119000,9592413000,1597775000,None,9453697000,None,6929018000,9620137000,8101027000,PDD
2022-09-30,CNY,28090172000,35504304000,7414132000,7414132000,10436613000,906573000,2698166000,17653559000,None,1078504000,1092150000,13646000,None,None,None,1638678000,12115019000,1537177000,None,10588574000,None,10436613000,12075291000,10588574000,PDD
2022-06-30,CNY,23477702000,31439568000,7961866000,7961866000,8697167000,825722000,2611366000,14780535000,None,743843000,756991000,13148000,None,None,None,2023226000,10507896000,1558063000,None,8896340000,None,8697167000,10720393000,8896340000,PDD
2022-03-31,CNY,20715353000,27230862000,6515509000,6515509000,6906967000,419962000,2022595000,13808386000,None,783621000,796261000,303116000,None,None,None,1094514000,7681685000,1078819000,None,2599451000,None,6842182000,7936696000,6619546000,PDD
2021-12-31,CNY,16634094000,23793689000,7159595000,7159595000,2154406000,592113000,2668507000,14479688000,None,611527000,914643000,12640000,None,None,None,1036031000,3197881000,564814000,None,6619546000,None,2154406000,3190437000,2599451000,PDD
2021-09-30,CNY,14947110000,21505758000,6558648000,6558648000,2139272000,334806000,2422421000,12807838000,None,333482000,631913000,298431000,None,None,None,579307000,2409715000,854766000,None,1639960000,None,2139272000,2718579000,1639960000,PDD
2021-06-30,CNY,15148334000,23046220000,7897886000,7897886000,1997479000,434151000,2328831000,13150855000,None,250630000,544629000,293999000,None,None,None,668020000,2415952000,-249258000,None,2414580000,None,1997479000,2665499000,2414580000,PDD
2021-03-31,CNY,15021585000,26547709000,11526124000,11526124000,-2047772000,405570000,1951261000,17069357000,None,635021000,970477000,278146000,None,None,None,318192000,-1424368000,35642000,None,-2905416000,None,-1613420000,-1295228000,-1376356000,PDD
2020-12-31,CNY,15021585000,26547709000,11526124000,11526124000,-2047772000,405570000,1951261000,17069357000,None,393249000,671395000,278146000,None,None,None,318192000,-1424368000,35642000,None,-1376356000,None,-1613420000,-1295228000,-1376356000,PDD
2020-09-30,CNY,10949627000,14209782000,3260155000,3260155000,-1295738000,368611000,1804886000,12245365000,None,319775000,485413000,165638000,None,None,None,543349000,-820166000,-355233000,None,-784708000,None,-1295738000,-752389000,-784708000,PDD
2020-06-30,CNY,9531200000,12193315000,2662115000,2662115000,-1639582000,394842000,1662356000,11170782000,None,675358000,838276000,162918000,None,None,None,905284000,-899613000,-675622000,None,-899349000,None,-1639582000,-734298000,-899349000,PDD
2020-03-31,CNY,8755289000,10792726000,2037437000,2037437000,-2135304000,345682000,1272375000,10890593000,None,309648000,460282000,139708000,None,None,None,499718000,-1788531000,-8218000,None,-4119329000,None,-2135304000,-1635586000,-1751637000,PDD
2019-12-31,CNY,8755289000,10792726000,2037437000,2037437000,-2135304000,345682000,1272375000,10890593000,None,332832000,472540000,139708000,None,0,None,499718000,-1788531000,-8218000,None,-1751637000,None,-2135304000,-1635586000,-1751637000,PDD
2019-09-30,CNY,5680630000,7513948000,1833318000,1833318000,-2791973000,436610000,1127238000,8472603000,None,408465000,414615000,6150000,None,0,None,437791000,-2326790000,-400247000,None,-2335008000,None,-2791973000,-2354182000,-2335008000,PDD
2019-06-30,CNY,5695299000,7290008000,1594709000,1594709000,-1490413000,278345000,803664000,7185712000,None,402568000,402568000,0,None,0,None,-44760000,-1003250000,-402568000,None,-1003250000,None,-1490413000,-1535173000,-1003250000,PDD
2019-03-31,CNY,4229887000,5653922000,1424035000,1424035000,-2640909000,321609000,525213000,6870796000,None,252102000,250216000,0,None,0,None,-41702000,-2423893000,-194813000,None,-1877708000,None,-2602365000,-2644067000,-2423893000,PDD
2018-12-31,CNY,4229887000,5653922000,1424035000,1424035000,-2640909000,321609000,525213000,6870796000,None,None,None,2747.26,None,0,None,-41702000,-2423893000,-194813000,None,-1082775.64,None,-2602365000,-2644067000,-2423893000,PDD
2018-09-30,CNY,2597734000,3372418000,774684000,774684000,-1269479000,305569000,331997000,3867213000,None,None,None,0,None,0,None,-5419000,-1098323000,-164819000,None,-159897945.81,None,-1269479000,-1274898000,-1098323000,PDD
2018-06-30,CNY,2321216000,2709046000,387830000,387830000,-6636220000,5800673000,186029000,8957436000,None,None,None,0,None,0,None,-3596000,-6493888000,-136601000,None,-973888422.32,None,-6636220000,-6639816000,-6493888000,PDD
2018-03-31,CNY,1065904000,1384604000,318700000,318700000,-253133000,28761000,72818000,1319037000,None,None,None,0,None,None,None,41702000,-201021000,-48027000,None,-32007165.03,None,-250997000,-209295000,-201021000,PDD
2017-12-31,CNY,805378000,1179402000,374024000,374024000,-22704000,11649000,52488000,818082000,None,None,None,0,None,None,None,21523000,13591000,-48892000,None,-303673000,None,-22704000,-1181000,13591000,PDD
2017-09-30,CNY,236270000,423038000,186768000,186768000,-234373000,6998000,35780000,470643000,None,None,None,0,None,None,None,9028000,-221442000,-20650000,None,-319624000,None,-234373000,-225345000,-221442000,PDD
2017-06-30,CNY,-2988000,104617000,107605000,107605000,-122738000,5963000,24885000,119750000,None,None,None,0,None,None,None,860000,-109541000,-13738000,None,305905000,None,-122738000,-121878000,-109541000,PDD
2017-03-31,CNY,-17414000,37019000,54433000,54433000,-215909000,108597000,16028000,198495000,None,None,None,0,None,None,None,546000,-207723000,-7367000,None,-207723000,None,-215773000,-215227000,-207723000,PDD
2016-12-31,CNY,-73006000,72716000,83184000,83184000,-286210000,30645000,4238000,791074000,None,None,None,0,None,None,None,None,-291977000,0,None,-291977000,None,-286210000,None,-291977000,PDD
2023-12-31,USD,1921000000,2437000000,516000000,516000000,270000000,1089000000,562000000,1651000000,None,80000000,86000000,6000000,2437000000,-9000000,105000000,148000000,347000000,52000000,None,295000000,415000000,270000000,418000000,295000000,NOW
2023-09-30,USD,1792000000,2288000000,496000000,496000000,231000000,1012000000,549000000,1561000000,None,82000000,76000000,6000000,2288000000,-14000000,98000000,21000000,299000000,57000000,None,242000000,176000000,231000000,252000000,242000000,NOW
2023-06-30,USD,1679000000,2150000000,471000000,471000000,117000000,1041000000,521000000,1562000000,None,74000000,74000000,6000000,2150000000,-17000000,88000000,22000000,174000000,-870000000,None,1044000000,1023000000,117000000,139000000,1044000000,NOW
2023-03-31,USD,1658000000,2096000000,438000000,438000000,144000000,1022000000,492000000,1514000000,None,60000000,60000000,6000000,2096000000,-16000000,81000000,126000000,188000000,38000000,None,150000000,182000000,144000000,270000000,150000000,NOW
2022-12-31,USD,1525000000,1940000000,415000000,415000000,155000000,916000000,454000000,1370000000,None,-7000000,7000000,7000000,1940000000,98000000,76000000,118000000,183000000,33000000,7000000,150000000,220000000,190000000,308000000,150000000,NOW
2022-09-30,USD,1431000000,1831000000,400000000,400000000,91000000,884000000,456000000,1340000000,None,-8000000,8000000,8000000,1831000000,-15000000,66000000,20000000,102000000,22000000,8000000,80000000,8000000,110000000,130000000,80000000,NOW
2022-06-30,USD,1363000000,1752000000,389000000,389000000,22000000,897000000,444000000,1341000000,None,-6000000,12000000,6000000,1752000000,-5000000,61000000,20000000,29000000,9000000,6000000,20000000,-64000000,35000000,55000000,20000000,NOW
2022-03-31,USD,1353000000,1722000000,369000000,369000000,87000000,852000000,414000000,1266000000,None,-6000000,6000000,6000000,1722000000,-8000000,58000000,103000000,85000000,10000000,6000000,75000000,25000000,91000000,194000000,75000000,NOW
2021-12-31,USD,1240000000,1614000000,374000000,375000000,35000000,813000000,392000000,1205000000,None,-7000000,7000000,7000000,1614000000,4000000,80000000,106000000,32000000,6000000,7000000,26000000,12000000,39000000,145000000,26000000,NOW
2021-09-30,USD,1162000000,1512000000,350000000,350000000,74000000,730000000,358000000,1088000000,None,-7000000,2000000,7000000,1512000000,1000000,83000000,20000000,68000000,5000000,7000000,63000000,41000000,75000000,95000000,63000000,NOW
2021-06-30,USD,1080000000,1409000000,329000000,329000000,51000000,696000000,333000000,1029000000,None,-7000000,2000000,7000000,1409000000,6000000,78000000,16000000,50000000,-9000000,7000000,59000000,73000000,57000000,73000000,59000000,NOW
2021-03-31,USD,1061000000,1360000000,299000000,299000000,97000000,650000000,314000000,964000000,None,-7000000,6000000,7000000,1360000000,9000000,71000000,83000000,99000000,17000000,7000000,82000000,44000000,106000000,189000000,82000000,NOW
2020-12-31,USD,971000000,1250000000,279000000,279104000,18000000,668999000,284000000,953000000,None,-7746000,254000,8000000,1245376000,3138000,65000000,71440000,14145000,-3000000,12700000,16648000,59000000,22145000,93585000,17145000,NOW
2020-09-30,USD,900000000,1152000000,252000000,251704000,69000000,562644000,268000000,831000000,None,-8000000,3057000,8000000,1151972000,-35919000,58000000,10000000,25858000,13000000,8000000,12858000,35000000,33858000,43858000,12858000,NOW
2020-06-30,USD,838000000,1071000000,233000000,232939000,63000000,530556000,245000000,775000000,None,-8488000,-488000,8000000,1070842000,8252000,51000000,15000000,62000000,21000000,8488000,40766000,86000000,70000000,85000000,41000000,NOW
2020-03-31,USD,823000000,1046000000,223000000,223366000,49000000,546982000,227000000,774000000,None,-8570000,430000,9000000,1046340000,7597000,51000000,59781000,48000000,0,8570000,48231000,8000000,57000000,116781000,48000000,NOW
2019-12-31,USD,740529000,951337000,210808000,211453000,28389000,509481000,202959000,712140000,None,-8475000,-475000,8000000,951774000,14149000,49000000,56288000,34001000,-565025000,8475000,598724000,604360000,42001000,98289000,599026000,NOW
2019-09-30,USD,685040000,885833000,200793000,200793000,56324000,438617000,190099000,628716000,None,-8371000,-371000,8000000,885833000,12817000,42000000,9000000,60770000,20172000,8371000,40570000,46687000,68770000,77770000,40598000,NOW
2019-06-30,USD,635757000,833904000,198147000,198147000,-27000000,479337000,183420000,662757000,None,-8269000,14427000,8269000,833904000,18954000,40000000,8000000,-16315000,-5236000,8269000,-11115000,-7860000,-8046000,-46000,-11079000,NOW
2019-03-31,USD,602674000,788926000,186252000,186252000,-15713000,445865000,172522000,618387000,None,-8168000,4215000,8168000,788926000,12425000,37100000,46557000,-11456000,-9911000,8168000,-1545000,12813000,-3288000,43269000,-1545000,NOW
2018-12-31,USD,547279000,715441000,168162000,168162000,278000,398339000,148662000,547001000,None,-8938000,None,8938000,715441000,11700000,34700000,42991000,1955000,-5060000,8938000,7015000,4398000,10893000,53884000,7015000,NOW
2018-09-30,USD,515239000,673097000,157858000,157858000,9568000,370016000,135655000,505671000,None,-11233000,None,11233000,673097000,8895000,31500000,6400000,7230000,-1175000,11233000,8405000,10982000,18463000,24863000,8405000,NOW
2018-06-30,USD,477891000,631056000,153165000,153165000,-31989000,381964000,127916000,509880000,None,-15498000,None,15498000,631056000,8621000,29200000,6100000,-40846000,11900000,15498000,-52746000,-43771000,-25348000,-19248000,-52746000,NOW
2018-03-31,USD,445749000,589222000,143473000,143473000,-20283000,348764000,117268000,466032000,None,-17064000,None,17064000,589222000,26919000,27700000,36119000,-7360000,-17982000,17064000,10622000,-881000,9704000,45823000,10622000,NOW
2017-12-31,USD,414929000,546370000,134164000,134360000,-900000,320583000,104559000,415829000,None,-16813000,None,16813000,549093000,5199000,26300000,40411000,-13152000,4194000,16813000,-27807000,-16532000,3661000,44072000,-17346000,NOW
2017-09-30,USD,364886000,498170000,127486000,127280000,-3910000,279480000,98465000,368796000,None,-16566000,None,16566000,492372000,-2011000,24300000,4800000,-19897000,2285000,16566000,-24188000,-19809000,-3331000,1469000,-22182000,NOW
2017-06-30,USD,326130000,448258000,122128000,121685000,-37794000,298750000,90005000,363924000,None,-11337000,None,11337000,None,-7306000,22200000,4800000,-57616000,-1812000,11337000,-56473000,-40929000,-46279000,-41479000,-55804000,NOW
2017-03-31,USD,312687000,428771000,116084000,116447000,-21792000,258337000,84489000,334479000,None,-8678000,None,8678000,None,15299000,20400000,30880000,-22741000,-1227000,8678000,-40662000,-11136000,-14063000,16817000,-21514000,NOW
2016-12-31,USD,280889000,385666000,105249000,104936000,17037000,230400000,73933000,263852000,None,-8532000,None,8532000,None,355000,19100000,27675000,8787000,3821000,8532000,-32589000,-1350000,17319000,44994000,4966000,NOW
2016-09-30,USD,254819000,357656000,102837000,102837000,-26775000,206576000,75018000,281594000,None,-8389000,None,8389000,None,1168000,17900000,4300000,-33381000,2877000,8389000,-36258000,-36670000,-24992000,-20692000,-36258000,NOW
